Customer ID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFMClass,Segment
13823,14,7,3403.45,5,4,5,545,Champions
13824,28,12,3314.76,4,5,5,455,Champions
13825,617,2,255.59,1,2,1,121,Lost
13826,171,1,189.5,3,1,1,311,Potential Loyalist
13827,53,3,412.05,4,3,2,432,Potential Loyalist
13828,17,1,209.49,5,1,1,511,Recent Customers
13829,416,1,102,1,1,1,111,Lost
13830,577,1,156.85,1,1,1,111,Lost
13831,11,18,7023.58,5,5,5,555,Champions
13832,14,2,613.69,5,2,3,523,Recent Customers
13833,154,2,701.36,3,2,3,323,Potential Loyalist
13834,572,2,324.19,1,2,2,122,Lost
13835,20,7,1095.27,4,4,3,443,Loyal Customers
13836,394,2,620.37,2,2,3,223,Lost
13837,207,2,271.24,2,2,1,221,Lost
13838,1,10,1966.09,5,5,4,554,Champions
13839,481,1,139.95,1,1,1,111,Lost
13840,411,1,651.4,1,1,3,113,Lost
13841,248,1,85,2,1,1,211,Lost
13842,54,18,5629.91,4,5,5,455,Champions
13843,376,1,319.75,2,1,2,212,Lost
13844,6,1,361.62,5,1,2,512,Recent Customers
13845,60,1,312.98,3,1,2,312,Potential Loyalist
13846,20,4,1307.79,4,3,4,434,Loyal Customers
13847,715,1,310.72,1,1,2,112,Lost
13848,88,8,3335,3,4,5,345,Loyal Customers
13849,47,5,3469.3,4,4,5,445,Champions
13850,124,1,1595.48,3,1,4,314,Potential Loyalist
13851,91,8,4606.46,3,4,5,345,Loyal Customers
13852,606,1,187.35,1,1,1,111,Lost
13853,52,1,1090.14,4,1,3,413,Recent Customers
13854,4,39,12253.96,5,5,5,555,Champions
13855,496,4,1310.34,1,3,4,134,At Risk
13856,164,11,1142.03,3,5,3,353,Loyal Customers
13857,389,6,1001.01,2,4,3,243,At Risk
13858,52,1,216.17,4,1,1,411,Recent Customers
13859,321,2,515.86,2,2,2,222,Lost
13860,9,4,926.45,5,3,3,533,Loyal Customers
13861,424,2,273.26,1,2,1,121,Lost
13862,13,9,2556.09,5,5,4,554,Champions
13863,243,4,1239.55,2,3,4,234,At Risk
13864,382,1,662.4,2,1,3,213,Lost
13865,53,4,501.56,4,3,2,432,Potential Loyalist
13866,69,1,145.67,3,1,1,311,Potential Loyalist
13867,26,3,1015.29,4,3,3,433,Loyal Customers
13868,2,2,3192.54,5,2,5,525,Recent Customers
13869,118,10,8111.57,3,5,5,355,Loyal Customers
13870,35,14,5559.33,4,5,5,455,Champions
13871,18,17,7885.85,5,5,5,555,Champions
13872,522,3,919.57,1,3,3,133,At Risk
13873,115,8,1038.92,3,4,3,343,Loyal Customers
13874,353,7,2049.15,2,4,4,244,At Risk
13875,49,14,4814.37,4,5,5,455,Champions
13876,59,1,122.7,4,1,1,411,Recent Customers
13877,81,3,449.68,3,3,2,332,Potential Loyalist
13878,50,4,2473.06,4,3,4,434,Loyal Customers
13879,641,1,395.5,1,1,2,112,Lost
13880,16,17,4391.66,5,5,5,555,Champions
13881,6,42,44609.98,5,5,5,555,Champions
13882,7,4,998.05,5,3,3,533,Loyal Customers
13883,6,15,6560.02,5,5,5,555,Champions
13884,2,10,1888.48,5,5,4,554,Champions
13885,184,2,506.8,3,2,2,322,Potential Loyalist
13886,66,1,243.56,3,1,1,311,Potential Loyalist
13887,199,1,349.55,2,1,2,212,Lost
13888,115,7,2169.05,3,4,4,344,Loyal Customers
13889,88,6,1991.23,3,4,4,344,Loyal Customers
13890,4,12,2565.63,5,5,4,554,Champions
13891,373,3,863.56,2,3,3,233,At Risk
13892,22,6,1267.65,4,4,4,444,Champions
13893,293,1,821.1,2,1,3,213,Lost
13894,19,3,564.62,5,3,2,532,Potential Loyalist
13895,23,6,4008.52,4,4,5,445,Champions
13896,621,1,388.55,1,1,2,112,Lost
13897,45,3,1160.72,4,3,3,433,Loyal Customers
13898,321,2,686.4,2,2,3,223,Lost
13899,11,2,388.52,5,2,2,522,Recent Customers
13900,178,6,1610.59,3,4,4,344,Loyal Customers
13901,67,15,5676.34,3,5,5,355,Loyal Customers
13902,628,5,34095.26,1,4,5,145,At Risk
13903,395,1,165.45,2,1,1,211,Lost
13904,32,2,332.64,4,2,2,422,Recent Customers
13905,728,1,312.65,1,1,2,112,Lost
13906,404,1,42,2,1,1,211,Lost
13907,687,1,136.8,1,1,1,111,Lost
13908,75,4,2369.55,3,3,4,334,Loyal Customers
13909,418,2,286.6,1,2,2,122,Lost
13911,52,20,4234.99,4,5,5,455,Champions
13912,419,1,124.95,1,1,1,111,Lost
13913,502,1,42.22,1,1,1,111,Lost
13914,7,2,626.45,5,2,3,523,Recent Customers
13915,389,1,70.8,2,1,1,211,Lost
13916,459,4,1275.81,1,3,4,134,At Risk
13917,45,2,272.04,4,2,1,421,Recent Customers
13918,45,2,1212.84,4,2,3,423,Recent Customers
13919,54,4,1360.68,4,3,4,434,Loyal Customers
13920,427,4,1774.68,1,3,4,134,At Risk
13921,397,4,730.7,2,3,3,233,At Risk
13922,347,3,865.2,2,3,3,233,At Risk
13923,49,1,351.13,4,1,2,412,Recent Customers
13924,13,5,1536.45,5,4,4,544,Champions
13925,88,4,678.25,3,3,3,333,Loyal Customers
13926,18,1,223.85,5,1,1,511,Recent Customers
13927,70,2,708.26,3,2,3,323,Potential Loyalist
13928,6,4,464.57,5,3,2,532,Potential Loyalist
13929,164,11,3494.1,3,5,5,355,Loyal Customers
13930,53,2,337.34,4,2,2,422,Recent Customers
13931,91,11,5257.38,3,5,5,355,Loyal Customers
13932,290,1,307.4,2,1,2,212,Lost
13933,104,2,608.79,3,2,2,322,Potential Loyalist
13934,259,1,922.1,2,1,3,213,Lost
13935,592,3,6116.92,1,3,5,135,At Risk
13936,175,3,939.66,3,3,3,333,Loyal Customers
13937,164,2,880.13,3,2,3,323,Potential Loyalist
13938,30,1,71.66,4,1,1,411,Recent Customers
13939,18,7,1560.96,5,4,4,544,Champions
13940,12,4,839.14,5,3,3,533,Loyal Customers
13941,17,15,11122.3,5,5,5,555,Champions
13942,530,1,320,1,1,2,112,Lost
13943,573,1,246.54,1,1,1,111,Lost
13944,648,1,200.43,1,1,1,111,Lost
13945,390,2,854.15,2,2,3,223,Lost
13946,74,6,1876.23,3,4,4,344,Loyal Customers
13947,60,1,90.6,3,1,1,311,Potential Loyalist
13948,356,4,548.76,2,3,2,232,At Risk
13949,20,5,1909.09,4,4,4,444,Champions
13950,6,4,745.06,5,3,3,533,Loyal Customers
13951,171,3,674.45,3,3,3,333,Loyal Customers
13952,213,14,12823.52,2,5,5,255,At Risk
13953,2,12,6640.68,5,5,5,555,Champions
13954,66,1,227.41,3,1,1,311,Potential Loyalist
13955,149,3,545.17,3,3,2,332,Potential Loyalist
13956,49,4,869.92,4,3,3,433,Loyal Customers
13957,413,3,458.25,1,3,2,132,At Risk
13958,375,8,4709.23,2,4,5,245,At Risk
13959,74,6,1076.18,3,4,3,343,Loyal Customers
13960,16,2,230.22,5,2,1,521,Recent Customers
13961,387,1,538.4,2,1,2,212,Lost
13962,17,3,362.8,5,3,2,532,Potential Loyalist
13963,303,17,3011.87,2,5,5,255,At Risk
13964,382,2,438.9,2,2,2,222,Lost
13965,472,3,996.61,1,3,3,133,At Risk
13966,431,1,390.86,1,1,2,112,Lost
13967,141,2,166.3,3,2,1,321,Potential Loyalist
13968,418,1,123.66,1,1,1,111,Lost
13969,2,35,13365.87,5,5,5,555,Champions
13970,381,2,846.55,2,2,3,223,Lost
13971,14,14,4667.57,5,5,5,555,Champions
13972,66,2,190.25,3,2,1,321,Potential Loyalist
13973,282,1,264.7,2,1,1,211,Lost
13974,44,2,677.72,4,2,3,423,Recent Customers
13975,26,12,5358.84,4,5,5,455,Champions
13976,202,4,1192.36,2,3,3,233,At Risk
13977,406,1,519.81,2,1,2,212,Lost
13978,10,2,196.79,5,2,1,521,Recent Customers
13979,68,7,3416.23,3,4,5,345,Loyal Customers
13980,55,5,799.92,4,4,3,443,Loyal Customers
13981,411,1,331.14,1,1,2,112,Lost
13982,34,9,4445.59,4,5,5,455,Champions
13983,25,21,7108.45,4,5,5,455,Champions
13984,22,12,2048.6,4,5,4,454,Champions
13985,10,21,9873.3,5,5,5,555,Champions
13986,12,1,320.46,5,1,2,512,Recent Customers
13987,375,2,682.54,2,2,3,223,Lost
13988,15,8,4757.8,5,4,5,545,Champions
13989,61,5,2026.06,3,4,4,344,Loyal Customers
13990,208,1,311.3,2,1,2,212,Lost
13991,7,6,855.97,5,4,3,543,Loyal Customers
13992,25,3,219.5,4,3,1,431,Potential Loyalist
13993,38,19,6775.71,4,5,5,455,Champions
13994,35,5,2197.04,4,4,4,444,Champions
13995,10,14,3902.01,5,5,5,555,Champions
13996,381,2,895.76,2,2,3,223,Lost
13997,514,3,382.31,1,3,2,132,At Risk
13998,442,3,566.7,1,3,2,132,At Risk
13999,5,29,9502.26,5,5,5,555,Champions
14000,206,5,2046.34,2,4,4,244,At Risk
14001,41,9,4530.09,4,5,5,455,Champions
14002,129,2,529.73,3,2,2,322,Potential Loyalist
14003,728,1,209.41,1,1,1,111,Lost
14004,38,11,6258.45,4,5,5,455,Champions
14005,5,5,2874.72,5,4,4,544,Champions
14006,111,7,2196.67,3,4,4,344,Loyal Customers
14007,508,1,79.48,1,1,1,111,Lost
14008,428,1,509.04,1,1,2,112,Lost
14009,193,3,1099.91,2,3,3,233,At Risk
14010,561,2,445.15,1,2,2,122,Lost
14011,475,2,457.82,1,2,2,122,Lost
14012,273,1,328.8,2,1,2,212,Lost
14013,105,5,1084.57,3,4,3,343,Loyal Customers
14014,72,3,1948.21,3,3,4,334,Loyal Customers
14015,48,1,917.34,4,1,3,413,Recent Customers
14016,157,11,11403.41,3,5,5,355,Loyal Customers
14017,566,1,229.75,1,1,1,111,Lost
14018,640,1,367.15,1,1,2,112,Lost
14019,42,3,1421.61,4,3,4,434,Loyal Customers
14020,12,4,1249.01,5,3,4,534,Loyal Customers
14021,150,7,1716.58,3,4,4,344,Loyal Customers
14022,220,2,792.15,2,2,3,223,Lost
14023,2,2,584.07,5,2,2,522,Recent Customers
14024,117,3,645.74,3,3,3,333,Loyal Customers
14025,460,8,4057.9,1,4,5,145,At Risk
14026,466,2,713.11,1,2,3,123,Lost
14027,56,1,104.82,4,1,1,411,Recent Customers
14028,545,3,10396.5,1,3,5,135,At Risk
14029,58,2,467.66,4,2,2,422,Recent Customers
14030,13,20,8262.29,5,5,5,555,Champions
14031,2,44,40999.17,5,5,5,555,Champions
14032,11,15,4667.15,5,5,5,555,Champions
14033,550,1,109.44,1,1,1,111,Lost
14034,17,3,651.82,5,3,3,533,Loyal Customers
14035,24,9,2856.72,4,5,4,454,Champions
14036,280,1,626.65,2,1,3,213,Lost
14037,171,6,836.95,3,4,3,343,Loyal Customers
14038,73,5,3069.88,3,4,5,345,Loyal Customers
14039,28,2,267.28,4,2,1,421,Recent Customers
14040,36,35,12645.57,4,5,5,455,Champions
14041,261,1,141.41,2,1,1,211,Lost
14042,720,1,431.98,1,1,2,112,Lost
14043,486,2,304.25,1,2,2,122,Lost
14044,22,10,3123.1,4,5,5,455,Champions
14045,104,16,11313.03,3,5,5,355,Loyal Customers
14046,279,1,154.99,2,1,1,211,Lost
14047,4,14,4255.03,5,5,5,555,Champions
14048,300,3,748.69,2,3,3,233,At Risk
14049,12,13,13239.03,5,5,5,555,Champions
14050,27,2,746.36,4,2,3,423,Recent Customers
14051,3,36,21230.1,5,5,5,555,Champions
14052,15,2,480.81,5,2,2,522,Recent Customers
14053,119,4,572.3,3,3,2,332,Potential Loyalist
14054,60,1,92.46,3,1,1,311,Potential Loyalist
14055,101,3,1520.96,3,3,4,334,Loyal Customers
14056,10,22,7789.63,5,5,5,555,Champions
14057,19,22,8408.84,5,5,5,555,Champions
14058,458,2,469.19,1,2,2,122,Lost
14059,262,1,183.6,2,1,1,211,Lost
14060,18,29,9221.6,5,5,5,555,Champions
14061,502,3,917.43,1,3,3,133,At Risk
14062,5,24,25604.2,5,5,5,555,Champions
14063,433,9,22710.2,1,5,5,155,At Risk
14064,25,15,3332.42,4,5,5,455,Champions
14065,384,3,891.02,2,3,3,233,At Risk
14066,262,1,152.55,2,1,1,211,Lost
14067,59,2,374.7,4,2,2,422,Recent Customers
14068,315,4,1528.37,2,3,4,234,At Risk
14069,510,2,230.06,1,2,1,121,Lost
14070,680,1,326.55,1,1,2,112,Lost
14071,14,6,1284.24,5,4,4,544,Champions
14072,662,1,390.85,1,1,2,112,Lost
14073,27,1,151.04,4,1,1,411,Recent Customers
14074,618,1,219.4,1,1,1,111,Lost
14075,15,5,1418.09,5,4,4,544,Champions
14076,124,1,122.47,3,1,1,311,Potential Loyalist
14077,36,6,615.08,4,4,3,443,Loyal Customers
14078,97,9,1692.63,3,5,4,354,Loyal Customers
14079,120,2,618.73,3,2,3,323,Potential Loyalist
14080,28,5,1115.68,4,4,3,443,Loyal Customers
14081,297,10,5370.1,2,5,5,255,At Risk
14082,360,2,413.36,2,2,2,222,Lost
14083,3,10,960.69,5,5,3,553,Loyal Customers
14084,507,1,150.5,1,1,1,111,Lost
14085,2,32,9874.27,5,5,5,555,Champions
14086,458,1,39.95,1,1,1,111,Lost
14087,400,2,651.8,2,2,3,223,Lost
14088,5,16,64036.8,5,5,5,555,Champions
14089,52,1,161,4,1,1,411,Recent Customers
14090,320,1,76.32,2,1,1,211,Lost
14091,649,2,9530.08,1,2,5,125,Lost
14092,3,24,7229.45,5,5,5,555,Champions
14093,7,1,442.85,5,1,2,512,Recent Customers
14094,435,1,335.22,1,1,2,112,Lost
14095,718,1,2.95,1,1,1,111,Lost
14096,6,16,56228.81,5,5,5,555,Champions
14097,476,2,422.86,1,2,2,122,Lost
14098,32,1,147.35,4,1,1,411,Recent Customers
14099,11,20,5765.71,5,5,5,555,Champions
14100,133,1,194.9,3,1,1,311,Potential Loyalist
14101,69,13,9961.93,3,5,5,355,Loyal Customers
14102,7,4,1241.78,5,3,4,534,Loyal Customers
14104,150,5,771.58,3,4,3,343,Loyal Customers
14105,234,5,5988.83,2,4,5,245,At Risk
14106,732,1,214.8,1,1,1,111,Lost
14107,47,11,4877.3,4,5,5,455,Champions
14108,26,4,1044.96,4,3,3,433,Loyal Customers
14109,68,1,144.2,3,1,1,311,Potential Loyalist
14110,17,32,12662.51,5,5,5,555,Champions
14111,9,4,692.85,5,3,3,533,Loyal Customers
14112,18,13,5834.59,5,5,5,555,Champions
14113,18,15,6620.71,5,5,5,555,Champions
14114,269,7,1364.09,2,4,4,244,At Risk
14115,497,2,622.67,1,2,3,123,Lost
14116,15,5,1382.74,5,4,4,544,Champions
14117,139,1,90,3,1,1,311,Potential Loyalist
14118,424,1,458.45,1,1,2,112,Lost
14119,371,2,183.37,2,2,1,221,Lost
14121,5,3,2008.99,5,3,4,534,Loyal Customers
14122,401,3,362.42,2,3,2,232,At Risk
14123,728,1,436.18,1,1,2,112,Lost
14124,79,1,419.58,3,1,2,312,Potential Loyalist
14125,6,3,2740.43,5,3,4,534,Loyal Customers
14126,3,4,1172.46,5,3,3,533,Loyal Customers
14127,118,6,1900.08,3,4,4,344,Loyal Customers
14128,56,3,924.21,4,3,3,433,Loyal Customers
14129,13,8,2438.76,5,4,4,544,Champions
14130,314,4,1882.67,2,3,4,234,At Risk
14131,644,1,187.87,1,1,1,111,Lost
14132,10,10,3270.9,5,5,5,555,Champions
14133,125,4,911.14,3,3,3,333,Loyal Customers
14134,378,15,11123.35,2,5,5,255,At Risk
14135,3,23,9504.02,5,5,5,555,Champions
14136,396,5,1570.81,2,4,4,244,At Risk
14137,691,1,332.7,1,1,2,112,Lost
14138,59,1,638.21,4,1,3,413,Recent Customers
14139,41,4,1086.8,4,3,3,433,Loyal Customers
14140,27,1,540.99,4,1,2,412,Recent Customers
14141,55,3,688.78,4,3,3,433,Loyal Customers
14142,368,2,983.15,2,2,3,223,Lost
14143,129,1,115.8,3,1,1,311,Potential Loyalist
14144,481,1,30.6,1,1,1,111,Lost
14145,42,7,7600.05,4,4,5,445,Champions
14146,4,12,9450.3,5,5,5,555,Champions
14147,73,9,2590.2,3,5,4,354,Loyal Customers
14148,229,2,466.29,2,2,2,222,Lost
14149,216,1,446.62,2,1,2,212,Lost
14150,31,2,658.64,4,2,3,423,Recent Customers
14151,668,2,679.45,1,2,3,123,Lost
14152,71,7,1997.34,3,4,4,344,Loyal Customers
14153,478,1,233.4,1,1,1,111,Lost
14154,234,8,6460.7,2,4,5,245,At Risk
14155,261,1,118.75,2,1,1,211,Lost
14156,5,156,313946.37,5,5,5,555,Champions
14157,15,5,1002.78,5,4,3,543,Loyal Customers
14158,35,1,507.66,4,1,2,412,Recent Customers
14159,15,20,7938.01,5,5,5,555,Champions
14160,605,7,8421.47,1,4,5,145,At Risk
14161,211,7,3318.88,2,4,5,245,At Risk
14162,169,2,289.36,3,2,2,322,Potential Loyalist
14163,82,5,2594.62,3,4,4,344,Loyal Customers
14164,66,2,1631.77,3,2,4,324,Potential Loyalist
14165,271,1,122.54,2,1,1,211,Lost
14166,500,2,256.85,1,2,1,121,Lost
14167,34,8,1296.49,4,4,4,444,Champions
14168,416,2,370.45,1,2,2,122,Lost
14169,426,2,624.43,1,2,3,123,Lost
14170,371,3,597.33,2,3,2,232,At Risk
14171,93,2,498.79,3,2,2,322,Potential Loyalist
14172,600,3,402.72,1,3,2,132,At Risk
14173,6,6,586,5,4,2,542,Potential Loyalist
14174,28,1,134.46,4,1,1,411,Recent Customers
14175,55,8,7678.88,4,4,5,445,Champions
14176,293,5,916.01,2,4,3,243,At Risk
14177,81,13,2229.34,3,5,4,354,Loyal Customers
14178,4,7,1620.93,5,4,4,544,Champions
14179,36,2,719.78,4,2,3,423,Recent Customers
14180,6,33,6319.25,5,5,5,555,Champions
14181,406,2,310.55,2,2,2,222,Lost
14182,439,4,678.77,1,3,3,133,At Risk
14183,406,2,286.29,2,2,1,221,Lost
14184,62,1,452.89,3,1,2,312,Potential Loyalist
14185,326,1,197.65,2,1,1,211,Lost
14186,422,5,1550.63,1,4,4,144,At Risk
14187,469,1,123.5,1,1,1,111,Lost
14188,26,6,2054.36,4,4,4,444,Champions
14189,11,15,5512.83,5,5,5,555,Champions
14190,661,1,79.9,1,1,1,111,Lost
14191,5,14,4391.54,5,5,5,555,Champions
14192,383,1,293.74,2,1,2,212,Lost
14193,63,3,1210.19,3,3,3,333,Loyal Customers
14194,14,35,18186.49,5,5,5,555,Champions
14195,197,6,2615.6,2,4,4,244,At Risk
14196,102,1,335.52,3,1,2,312,Potential Loyalist
14197,406,1,390.05,2,1,2,212,Lost
14198,13,9,1569.73,5,5,4,554,Champions
14199,213,4,1091.7,2,3,3,233,At Risk
14200,613,1,379.2,1,1,2,112,Lost
14201,55,10,1193.54,4,5,3,453,Loyal Customers
14202,376,3,847.76,2,3,3,233,At Risk
14203,392,1,339.34,2,1,2,212,Lost
14204,417,3,901.93,1,3,3,133,At Risk
14205,12,9,2414.2,5,5,4,554,Champions
14206,234,3,1185.01,2,3,3,233,At Risk
14207,683,1,157.8,1,1,1,111,Lost
14208,90,2,567.05,3,2,2,322,Potential Loyalist
14209,6,15,4993.27,5,5,5,555,Champions
14210,101,16,5861.52,3,5,5,355,Loyal Customers
14211,48,18,4402.29,4,5,5,455,Champions
14212,85,2,2190.14,3,2,4,324,Potential Loyalist
14213,400,1,1192.2,2,1,3,213,Lost
14214,26,5,1004.38,4,4,3,443,Loyal Customers
14215,7,9,3416.33,5,5,5,555,Champions
14216,3,4,2011.79,5,3,4,534,Loyal Customers
14217,7,22,3322.41,5,5,5,555,Champions
14218,38,1,169.48,4,1,1,411,Recent Customers
14219,405,2,543.89,2,2,2,222,Lost
14220,242,4,1515,2,3,4,234,At Risk
14221,37,17,6517.49,4,5,5,455,Champions
14222,172,1,683.17,3,1,3,313,Potential Loyalist
14223,87,3,991.13,3,3,3,333,Loyal Customers
14224,105,9,1897.9,3,5,4,354,Loyal Customers
14225,430,4,2037.02,1,3,4,134,At Risk
14226,24,6,3002.53,4,4,5,445,Champions
14227,21,15,6368.71,4,5,5,455,Champions
14228,433,3,745.5,1,3,3,133,At Risk
14229,47,7,2594.04,4,4,4,444,Champions
14230,431,3,979.8,1,3,3,133,At Risk
14231,179,4,1235.62,3,3,4,334,Loyal Customers
14232,38,5,2048.07,4,4,4,444,Champions
14233,44,7,2904.27,4,4,4,444,Champions
14234,17,4,775.46,5,3,3,533,Loyal Customers
14235,70,9,4717.99,3,5,5,355,Loyal Customers
14236,76,5,1744.64,3,4,4,344,Loyal Customers
14237,368,2,632.14,2,2,3,223,Lost
14238,321,3,434.23,2,3,2,232,At Risk
14239,38,21,4263.17,4,5,5,455,Champions
14240,25,3,1247.49,4,3,4,434,Loyal Customers
14241,179,2,333.7,3,2,2,322,Potential Loyalist
14242,230,2,280.55,2,2,1,221,Lost
14243,4,17,7431.05,5,5,5,555,Champions
14244,656,1,366.42,1,1,2,112,Lost
14245,215,2,1693.45,2,2,4,224,Lost
14246,106,3,1474.06,3,3,4,334,Loyal Customers
14247,273,5,772.66,2,4,3,243,At Risk
14248,313,3,1032.95,2,3,3,233,At Risk
14249,406,12,5625.46,2,5,5,255,At Risk
14250,2,3,1904.05,5,3,4,534,Loyal Customers
14251,6,4,2397.42,5,3,4,534,Loyal Customers
14252,376,1,350.99,2,1,2,212,Lost
14253,488,2,363.4,1,2,2,122,Lost
14254,428,1,601.03,1,1,2,112,Lost
14255,541,1,1000.63,1,1,3,113,Lost
14256,255,5,2473.99,2,4,4,244,At Risk
14257,59,9,5954.45,4,5,5,455,Champions
14258,4,25,32051.34,5,5,5,555,Champions
14259,137,1,120,3,1,1,311,Potential Loyalist
14260,466,3,824.28,1,3,3,133,At Risk
14261,46,2,1163.45,4,2,3,423,Recent Customers
14262,3,8,2618.23,5,4,4,544,Champions
14263,418,1,322.93,1,1,2,112,Lost
14264,150,6,1517.36,3,4,4,344,Loyal Customers
14265,104,4,1373.35,3,3,4,334,Loyal Customers
14266,423,1,40.56,1,1,1,111,Lost
14267,158,3,1516.24,3,3,4,334,Loyal Customers
14268,466,1,354.85,1,1,2,112,Lost
14269,435,1,295.73,1,1,2,112,Lost
14270,327,1,492.65,2,1,2,212,Lost
14271,221,2,219.13,2,2,1,221,Lost
14272,69,4,920.81,3,3,3,333,Loyal Customers
14273,46,4,559.97,4,3,2,432,Potential Loyalist
14274,682,1,256.6,1,1,1,111,Lost
14275,391,6,1189.38,2,4,3,243,At Risk
14276,94,7,2102.68,3,4,4,344,Loyal Customers
14277,10,9,17225.81,5,5,5,555,Champions
14278,405,1,205.83,2,1,1,211,Lost
14279,516,2,191.86,1,2,1,121,Lost
14280,192,1,134.04,3,1,1,311,Potential Loyalist
14281,403,1,245.15,2,1,1,211,Lost
14282,4,24,7762.36,5,5,5,555,Champions
14283,458,4,628.44,1,3,3,133,At Risk
14284,26,3,1299.65,4,3,4,434,Loyal Customers
14285,16,8,3284.42,5,4,5,545,Champions
14286,19,7,8479.76,5,4,5,545,Champions
14287,3,3,176.63,5,3,1,531,Potential Loyalist
14288,208,1,426.6,2,1,2,212,Lost
14289,4,6,911.26,5,4,3,543,Loyal Customers
14290,6,8,4516.56,5,4,5,545,Champions
14291,53,21,7346.41,4,5,5,455,Champions
14292,3,16,9226.25,5,5,5,555,Champions
14293,142,8,2960.78,3,4,5,345,Loyal Customers
14294,402,1,375.34,2,1,2,212,Lost
14295,35,5,2362.91,4,4,4,444,Champions
14296,416,2,456.4,1,2,2,122,Lost
14297,13,4,1305.33,5,3,4,534,Loyal Customers
14298,4,82,91194.49,5,5,5,555,Champions
14299,3,27,14499.49,5,5,5,555,Champions
14300,14,1,43.2,5,1,1,511,Recent Customers
14301,112,4,1992.18,3,3,4,334,Loyal Customers
14302,426,3,742.9,1,3,3,133,At Risk
14303,402,2,277.94,2,2,1,221,Lost
14304,218,3,1725.01,2,3,4,234,At Risk
14305,66,3,1858.96,3,3,4,334,Loyal Customers
14306,46,6,3151.4,4,4,5,445,Champions
14307,84,10,5071.03,3,5,5,355,Loyal Customers
14308,544,2,1147.02,1,2,3,123,Lost
14309,3,11,3780.81,5,5,5,555,Champions
14310,428,1,492.1,1,1,2,112,Lost
14311,238,2,516.45,2,2,2,222,Lost
14312,42,11,3090.29,4,5,5,455,Champions
14314,102,2,229.8,3,2,1,321,Potential Loyalist
14315,40,8,3197.82,4,4,5,445,Champions
14316,417,5,1370.34,1,4,4,144,At Risk
14317,60,1,508.58,3,1,2,312,Potential Loyalist
14318,455,1,158.02,1,1,1,111,Lost
14319,419,1,494.85,1,1,2,112,Lost
14320,202,5,1346.75,2,4,4,244,At Risk
14321,6,7,2218.06,5,4,4,544,Champions
14322,424,4,474.1,1,3,2,132,At Risk
14323,110,2,605.06,3,2,2,322,Potential Loyalist
14324,405,2,701.61,2,2,3,223,Lost
14325,565,1,245.48,1,1,1,111,Lost
14326,237,3,940.98,2,3,3,233,At Risk
14327,158,6,1894.93,3,4,4,344,Loyal Customers
14328,433,1,445.05,1,1,2,112,Lost
14329,12,15,9927.22,5,5,5,555,Champions
14330,619,1,200.63,1,1,1,111,Lost
14331,119,2,462.66,3,2,2,322,Potential Loyalist
14332,18,5,1943.51,5,4,4,544,Champions
14333,63,1,415.2,3,1,2,312,Potential Loyalist
14334,12,12,4318.48,5,5,5,555,Champions
14335,11,2,468.26,5,2,2,522,Recent Customers
14336,12,4,1614.91,5,3,4,534,Loyal Customers
14338,156,3,928.1,3,3,3,333,Loyal Customers
14339,238,2,620.27,2,2,3,223,Lost
14340,214,1,134.7,2,1,1,211,Lost
14341,40,18,4467.32,4,5,5,455,Champions
14342,16,6,918.44,5,4,3,543,Loyal Customers
14343,417,4,1088.91,1,3,3,133,At Risk
14344,122,20,3333.7,3,5,5,355,Loyal Customers
14345,34,1,108.98,4,1,1,411,Recent Customers
14346,116,5,2315.75,3,4,4,344,Loyal Customers
14347,732,1,82.6,1,1,1,111,Lost
14348,255,1,409.57,2,1,2,212,Lost
14349,5,1,133.5,5,1,1,511,Recent Customers
14350,269,3,972.03,2,3,3,233,At Risk
14351,160,1,51,3,1,1,311,Potential Loyalist
14352,152,4,1078.96,3,3,3,333,Loyal Customers
14353,210,3,376.5,2,3,2,232,At Risk
14354,1,2,163.62,5,2,1,521,Recent Customers
14355,361,3,1014.45,2,3,3,233,At Risk
14356,75,2,701.23,3,2,3,323,Potential Loyalist
14357,38,1,225.77,4,1,1,411,Recent Customers
14358,384,2,400.06,2,2,2,222,Lost
14359,14,3,912.18,5,3,3,533,Loyal Customers
14360,27,4,2128.23,4,3,4,434,Loyal Customers
14361,574,1,214.71,1,1,1,111,Lost
14362,17,1,161.2,5,1,1,511,Recent Customers
14363,397,2,227.47,2,2,1,221,Lost
14364,104,8,3717.35,3,4,5,345,Loyal Customers
14365,390,2,634.68,2,2,3,223,Lost
14366,520,1,136,1,1,1,111,Lost
14367,3,16,9261.52,5,5,5,555,Champions
14368,315,1,155,2,1,1,211,Lost
14369,637,2,469.13,1,2,2,122,Lost
14370,446,6,1175.78,1,4,3,143,At Risk
14371,290,1,100.5,2,1,1,211,Lost
14372,438,2,860.08,1,2,3,123,Lost
14373,353,1,76.55,2,1,1,211,Lost
14374,536,1,108,1,1,1,111,Lost
14375,180,3,1132.99,3,3,3,333,Loyal Customers
14376,678,1,215.46,1,1,1,111,Lost
14377,186,2,617.05,3,2,3,323,Potential Loyalist
14378,617,1,131.25,1,1,1,111,Lost
14379,39,4,1268.91,4,3,4,434,Loyal Customers
14380,677,1,48.96,1,1,1,111,Lost
14381,47,2,631.34,4,2,3,423,Recent Customers
14382,21,2,1246.8,4,2,4,424,Recent Customers
14383,33,3,1247.69,4,3,4,434,Loyal Customers
14384,496,1,58.5,1,1,1,111,Lost
